Mask;Score;Gen
?u?u?u?u?u?u;-817.2;71
?u?u?u?u?u?u;-817.2;71
;-0.0;71
?u?u?u?u?u?u;-817.2;71
?u?u?u?u?u?u;-817.2;71
?u?u?u?u?s?u;-0.16666666666666666;71
?u?u?u?u?u?u;-817.2;71
?u?u?u?u?u?u;-817.2;71
?u?u?u?u?u?u;-817.2;71
?u?u?u?u?u?u;-817.2;71
?s?u;-0.0;71
?u?d?u?u?u?u;-4.0;71
?u?u?u?u?u?s?s?s;-0.0;71
?u?u?u?u?u?u;-817.2;71
?u?u?u?s;-0.2;71
?u?u?u?u?u?u;-817.2;71
?u?u?u?u?l?u;-5.333333333333333;71
?u?u?u?u?s?u;-0.16666666666666666;71
?u?u?u?u?u?s;-0.5;71
?u?u?d?u?u?u?l?s;-0.0;71
?u?u?u?u?u?u;-817.2;71
?u?u?u?u?u?u;-817.2;71
?u?u?u?u?u?u;-817.2;71
?u?u?u?u?l?u;-5.333333333333333;71
?u?u?u?u?u?u;-817.2;71
?u?u?u?u?u?u;-817.2;71
?u?u?u?u?u?d;-67.33333333333333;71
?u?u?u?s?u?u;-0.0;71
?u?u?u?u?u?u;-817.2;71
?u?u?u?u?u?u?l?s;-0.0;71
?u?u?u?u?u?u;-817.2;71
?u?u?u?u?u?u;-817.2;71
?u?u?u?u?u?u;-817.2;71
?u?u?l?u?u?u;-7.0;71
?u?u?d?u?u?u;-6.333333333333333;71
?u?u?u?u?u?u;-817.2;71
?u?u?u?u?u?u;-817.2;71
?u?u?u?u?u?u;-817.2;71
?u?u?u?u?u?u;-817.2;71
?u?u?u?u?u?u;-817.2;71
?u?u;-0.0;71
?u?u;-0.0;71
?u?u?u?u?u?u;-817.2;71
?u?u?u?u?u?u;-817.2;71
?u?u?u?u?u?u;-817.2;71
?u?u?u?u?u?u;-817.2;71
?u?u?u?u?u?u;-817.2;71
?u?u?u?u?u?u?s?s;-0.031746031746031744;71
?u?u?u?u?u?u?d?s;-0.058823529411764705;71
?s?u?u?u?u?u;-0.0;72
?u?u?u?u?d?u;-3.1666666666666665;72
?d?u?u?u?u?u;-2.3333333333333335;72
?u?s?u?u?u?u;-0.6;72
?u?u?u?u?s?u;-0.16666666666666666;72
?u?d?u?u?u?u;-4.0;72
?u?u?u?u?u?u;-817.2;72
?u?u?u?u?u?u;-817.2;72
?u?u?u?u?l?d;-1.3333333333333333;72
?u?u?d?u?u?u;-6.333333333333333;72
?u?u?u?u?u?u;-817.2;72
?u?u?u?u?u?u;-817.2;72
?u?u?u?u?u?u;-817.2;72
?u?u?u?u?u?u;-817.2;72
?u?u?u?u?u?u;-817.2;72
?u?u?u?u?u?u;-817.2;72
?u?u?u?u?u?u;-817.2;72
?u?u?u?u?u?u;-817.2;72
?u?u?u?u?u?u?s?s;-0.031746031746031744;72
?u?u?u?u?u?u;-817.2;72
?u?u?u?u?u?u?l?s;-0.0;72
?u?u?u?u?u?s;-0.5;72
?u?u?u?u?u?u;-817.2;72
?l?u?u?u?u?u;-6.8;72
?u?u?u?u?u?d;-67.33333333333333;72
?u?u;-0.0;72
?u?u?u?u?u?u;-817.2;72
?s?u?u?u?u?u;-0.0;72
?u?u?u?u?u?u;-817.2;72
?u?u;-0.0;72
?u?u?u?u?u?u;-817.2;72
?u?u?u?u?u?u;-817.2;72
?u?u?u?u?u?u;-817.2;72
?u?u?u?u?u?u;-817.2;72
?u?u?u?u?u?u;-817.2;72
?u?u?u?u?l?u;-5.333333333333333;72
?u?u?l?u?u?u;-7.0;72
?u?u?u?u?u?u;-817.2;72
?u?u?u?u?u?u;-817.2;72
?u?u?u?u?u?u;-817.2;72
?u?l?u?u?u?u;-50.0;72
?u?u?u?u?u?d;-67.33333333333333;72
?u?u?u?u?u?u;-817.2;72
?u?u?u?u?u?u;-817.2;72
?u?u?u?u?u?u;-817.2;72
?u;-0.0;72
?u?u?u?l?u?u;-4.333333333333333;72
?u?u?u?u?u?u;-817.2;72
?u?u?u?u;-136.33333333333334;72
?u?u?u?u?s?u;-0.16666666666666666;72
?u?u?u?u?u?u;-817.2;73
?u;-0.0;73
?u?u?u?u?u?u;-817.2;73
?u?u?l?u?u?u;-7.0;73
?u?u?u?u?u?u;-817.2;73
?u?u?u?u?u?u;-817.2;73
?u?u?u?u?u?u;-817.2;73
?u?u?u?u?u?u;-817.2;73
?u?u?u?u?u?u;-817.2;73
?u?u;-0.0;73
?u?u?u?s?u?u;-0.0;73
?d?u?u?u?u?u;-2.3333333333333335;73
?u?u?u;-0.0;73
?u?u?u?u?u?u;-817.2;73
?u?u?u?u?u?u;-817.2;73
?u?u?u?u?u?u;-817.2;73
?d?d?u?u?u?u;-3.0;73
;-0.0;73
?u?u?u?u?u?u;-817.2;73
?u?u?l?u?u?u;-7.0;73
?u?u?u?u?u?u;-817.2;73
?u?u?u?u?u?u?d?s;-0.058823529411764705;73
?u?u?u?u?u?u;-817.2;73
?u?u?u?u?u?u;-817.2;73
?u?u?u?u?u?u;-817.2;73
?u?u?u?l?u?u;-4.333333333333333;73
?u?u?u?u?u?u;-817.2;73
?u?u?u?u?u?u?u?s;-0.028169014084507043;73
?u?u?u?u?u?u;-817.2;73
?u?u?u?u?u?u;-817.2;73
?u?u?u?u?u?u;-817.2;73
?u?u?u?u?u?u;-817.2;73
?u?u?u?u?u?u;-817.2;73
?u?u?u?u?u?u;-817.2;73
?u?u?u?u?u?u;-817.2;73
?u?u?u?u?u?u;-817.2;73
?u?u?u?u?u?u;-817.2;73
?u?u;-0.0;73
?u?u?u?u?u?u?l?s;-0.0;73
?u?u?u?u?u?u?u?s;-0.028169014084507043;73
?u?u?u?u?u?u?s?s;-0.031746031746031744;73
?u?u?u?u?u?u;-817.2;73
?u?u?u?u?u?u;-817.2;73
?u?u?u?u?u?u;-817.2;73
?u?u?u?u?u?u?d?s;-0.058823529411764705;73
?u?u?u?u?u?u;-817.2;73
?u?u?u?u?u?u;-817.2;73
?d?u?u;-0.0;73
?u?u?u?u?u?u;-817.2;73
?u?u?u?u?d?u?l?s;-0.0;73
?u?u?u?u?u?u;-817.2;74
?u?u?u;-0.0;74
?u?u?u?u?u?u;-817.2;74
?u?u?u?u?u?u;-817.2;74
?u?u?d?u?u?u;-6.333333333333333;74
?u?u?u?u?u?u;-817.2;74
?u?u?u?u?u?u;-817.2;74
?u?u?u?u?u?u;-817.2;74
?u;-0.0;74
?u?u?u?u?u?u;-817.2;74
?u?u?u?u?u?u;-817.2;74
?u?u?u?u?u?u;-817.2;74
?u?u?u?u?u?u;-817.2;74
?u?u?u?u?u?u;-817.2;74
?u?u?u?u?u?u;-817.2;74
?u?u?u?u?u?u;-817.2;74
?u?u?u?u?u?u;-817.2;74
?d?u?u?u;-0.2;74
?u?u?u?s?u?u;-0.0;74
?u?u?u?u?u?u?l?s;-0.0;74
?u?u?u?u?u?u;-817.2;74
?u?u?u?u?u?u;-817.2;74
?u?u?u?u?u?u;-817.2;74
?u?u;-0.0;74
?u?u?u?u?u;-205.16666666666666;74
?u?u?u?u?u?u;-817.2;74
?u?u?u?u?u?u;-817.2;74
?u?u?u?u?u?u;-817.2;74
?u?u?u?u?u?u;-817.2;74
?u?u?u?u?u?u;-817.2;74
?u?u?u?u?u?u;-817.2;74
?u?u?u?u?u?u?u?s;-0.028169014084507043;74
?s?u?u?u?u?u;-0.0;74
?u?u?u?u?u?u;-817.2;74
?u?u?u?u?u?u;-817.2;74
?u?u?u?u?u?u?u?s;-0.028169014084507043;74
?u?u?u?u?u?u;-817.2;74
?u?u?u?u?u?u;-817.2;74
?u?u?u?u?u?u;-817.2;74
?u?u;-0.0;74
?u?u?u?s?u?u;-0.0;74
?u?u?u?u?l?u;-5.333333333333333;74
?u?u?u?u?u?u;-817.2;74
;-0.0;74
?u?u?u?u?u?u;-817.2;74
?u?u?u?d?u?u;-4.0;74
?u?u?u?u?u?u;-817.2;74
?u?u?u?u?u?u;-817.2;74
?u?u?u?u?u?u;-817.2;74
?u?u?u?u?u?u;-817.2;74
?u?u?u?u?u?u;-817.2;75
?u?u?u?u?u?u;-817.2;75
?u?u?u?u?u?u;-817.2;75
?u?u?u?u?u?u;-817.2;75
?u?u?u?u?u?u;-817.2;75
?u?u;-0.0;75
?u?u?u?u?u?u;-817.2;75
;-0.0;75
?u?u?u?u?u?u;-817.2;75
?u?u?u?u?u?u;-817.2;75
?u?u?u?u?u?u;-817.2;75
?u?u?u?u?u?u;-817.2;75
?u?u?u?s?u?u;-0.0;75
?u?u?s?u?u?u;-1.2;75
?u?u?u?u?u?u;-817.2;75
?u?u?u?s?u?u;-0.0;75
?u?u?d?u?l?u;-1.5;75
?u?u?u?u?u?u;-817.2;75
?u?u?u?u?u?u;-817.2;75
?u?u?u?u?u?u?u?s;-0.028169014084507043;75
?u?u?u?u?u?u;-817.2;75
?u?u?u?u?u?u?d?s;-0.058823529411764705;75
?u?u?u?u?u?u;-817.2;75
?u;-0.0;75
?u?u?u?u?u?u;-817.2;75
?u?u?u?u?u?u;-817.2;75
?u?u?u?u?u?u?l?s;-0.0;75
?u?u?u?u?u?u;-817.2;75
?u?u?u?u?u?u;-817.2;75
?u?u?u?u?u?u;-817.2;75
?u?u?l?u?u?u;-7.0;75
?u?u?u?s?u?u;-0.0;75
?u?s?u?u?u?u;-0.6;75
?u?u?u?u?u?u;-817.2;75
?u?u?u?u?u?u;-817.2;75
?u?u?u?u?u?l;-5.6;75
?u?u?u;-0.0;75
?u?u?u?u?u?u?s?s;-0.031746031746031744;75
?d?u?u?u?u?u;-2.3333333333333335;75
?u?u?u?u?u?u;-817.2;75
?u?u?u?u?u?u;-817.2;75
?u?u?u?u?u?u;-817.2;75
?u?u?u?u?u?u;-817.2;75
?u?u?u?u?d?u?u?s;-0.0;75
?l?u?u?u?u?u;-6.8;75
?u?u?u?u?u?u;-817.2;75
?u?u?u?u;-136.33333333333334;75
?u?u?u;-0.0;75
?u?u?u?u?d?u;-3.1666666666666665;75
?u?u?u?u?u?d;-67.33333333333333;75
?u?u?u?u?u?u?l?s;-0.0;76
?u?u?u?d?l?s;-0.0;76
?s?u?u?u?u?u;-0.0;76
?u?d?u?u?u?s;-0.0;76
?u?u?u?u?u?u;-817.2;76
?u?u?u?u;-136.33333333333334;76
?u?u?u?u?u?u;-817.2;76
?u?u?u?u?u?u;-817.2;76
?u?u?u?u?u?u;-817.2;76
?u?u?d?u?u?u;-6.333333333333333;76
?u;-0.0;76
?u?s?u?u?u?u;-0.6;76
?u?u?u?u?u?u;-817.2;76
?u?u?u?u?u?u;-817.2;76
?u?u?u?u?u?u;-817.2;76
?u?u?u?u?s?u;-0.16666666666666666;76
?u?u?u?u?u?u;-817.2;76
?u?u?u?u?u?u?u?s;-0.028169014084507043;76
?u?u?u?u?u?u;-817.2;76
?u;-0.0;76
?u?u?u?u?u;-205.16666666666666;76
?u?u?u?u?u?u;-817.2;76
?u?u?u?u?u?u;-817.2;76
?u?u?u?u?u?u;-817.2;76
?u?u?u?u?s?u;-0.16666666666666666;76
?u?u?u?u?u?u;-817.2;76
?d?u?u?u?u?u;-2.3333333333333335;76
?u?u?u?u?l?u;-5.333333333333333;76
?u?u?u?u?u?u;-817.2;76
?u?u?l?u?u?u;-7.0;76
?u?u?u?d?u?u;-4.0;76
?u?u?u?u?u?u;-817.2;76
?u?u?u?u?u?u;-817.2;76
?u?u?s?u?u?u;-1.2;76
?u?u?u?u?u?u;-817.2;76
?u?u?u?u?u?u;-817.2;76
?u?u?u?u?u?u;-817.2;76
?u?u?u?u?u?u;-817.2;76
?u?u?u?u?u?u;-817.2;76
?u?u?d?u?u?u;-6.333333333333333;76
?u?u?u?u?u?u;-817.2;76
?u?u?u?u?u?s;-0.5;76
?u?u?u?u?u?u;-817.2;76
?u?u?u?u?u?u;-817.2;76
?u?u?d?u?d?u;-1.2;76
?u?u?u?u?u?u;-817.2;76
?u?u?u?l?u?u;-4.333333333333333;76
?u?u;-0.0;76
?u?u?u?u?u?u;-817.2;76
?u?u?u?u?u?u;-817.2;76
?u?u?u?u?u?u?s?s;-0.031746031746031744;77
?u?u?s?u?u;-0.0;77
?u?u?u?u?u?u;-817.2;77
?u?u?u?l?u?u;-4.333333333333333;77
?u?u?u?u;-136.33333333333334;77
?u?u?u?u?u?u?u?s;-0.028169014084507043;77
?u?u?u?u?d?u;-3.1666666666666665;77
?u?u;-0.0;77
?u?u?u?u?u;-205.16666666666666;77
?u?u?u?u?u?u;-817.2;77
?l?u?u?u?u?u;-6.8;77
?u?u?u?u?u?u;-817.2;77
?u?u?u?u?u?u;-817.2;77
?u?u?u?u?u?u;-817.2;77
?u?u;-0.0;77
?u?u?u?u?l?u;-5.333333333333333;77
?u?u?u?u?u?u;-817.2;77
?u?u?u?u?u?u;-817.2;77
?u;-0.0;77
?u?u?u?u?u?u;-817.2;77
?u?u?u?u?u?u;-817.2;77
?u?u?u?u?u?u;-817.2;77
?u;-0.0;77
?u?d?u?u?u?u;-4.0;77
?d?u?u?u?u?u;-2.3333333333333335;77
?u?u?u?u?u?u;-817.2;77
?u?u?u?u?u?u;-817.2;77
?u?d?u?u?u?u;-4.0;77
?d?u?u?l?u?s;-0.0;77
?u?u?u?u?u?u;-817.2;77
?u?u?u?u;-136.33333333333334;77
?u?u;-0.0;77
?u?u?u?u?u?u;-817.2;77
?u?u?u?u?u?u;-817.2;77
?u?u?u?u?u?u;-817.2;77
?u?u?u?u?u?u;-817.2;77
?u?u?u?u?u?u;-817.2;77
?u?u?u?u?u?u;-817.2;77
?u?u?s?u?u?u;-1.2;77
?u?u?u?u?u?u;-817.2;77
?u?u?u?u?u?s;-0.5;77
?u?u?s?u?u?u;-1.2;77
?u?u?u?u?u?u;-817.2;77
?u?d?u?u?u?u;-4.0;77
?u?u?u?u?u?u;-817.2;77
?u?u?u?u?l?u;-5.333333333333333;77
?u?u?u?s?u?u?s?s;-0.0;77
?l?u?u?u?u?u;-6.8;77
?u?u?u?u?u?u;-817.2;77
?u?u?u?u?u?u;-817.2;77
?u?u?u?u;-136.33333333333334;78
?u?u?u?u?u?u;-817.2;78
?u?u?u?u?u?u;-817.2;78
?u?u?u?u?u?s;-0.5;78
?u?l?u?d?u?u;-2.5;78
?u?u?u?u?u?u;-817.2;78
?u?u?u?u?u?u;-817.2;78
?u?u?u?u?u?u;-817.2;78
?u?u?u?u?u?u;-817.2;78
?u?u?u?u?u?u;-817.2;78
?u?u?u?u;-136.33333333333334;78
?u?d?u?u?s?u;-0.0;78
?u?u?u?u?u?u;-817.2;78
?u?u?u?u?u?u;-817.2;78
?u?u?u?u?u?u;-817.2;78
?u?u?l?u?u?u;-7.0;78
?u?u?u?u?u?u;-817.2;78
?s?u?u?u?u?u;-0.0;78
?u?u?u?u?u?u;-817.2;78
?u?u?u?u?u?u;-817.2;78
?u?u?u?u?u?l;-5.6;78
?u?u?s?s?u?u;-0.0;78
?l?u?u?u?u?u;-6.8;78
?u?d?u?u?u?u;-4.0;78
?u?u?u?u?u?u;-817.2;78
?u?u?u?u?u?u?s?s;-0.031746031746031744;78
?u?u?u?u?u?u;-817.2;78
?u?u?u?u?u?u;-817.2;78
?l?u?u?u?u?u;-6.8;78
?u?u?u?u?u?u;-817.2;78
?u?u?u?u?u?u?l?s;-0.0;78
?u?u?u?u?u?u;-817.2;78
?u?u?u?u?u?s;-0.5;78
?u?u?s?u?d?u;-0.0;78
?u?u?u?u?u?u;-817.2;78
?u?u?u?u?u?u;-817.2;78
?u?u?u?u?u?u;-817.2;78
?u;-0.0;78
?u?u?u?u?u?u;-817.2;78
?u?u?u?u?u?u;-817.2;78
?u?u?u?u?u?u;-817.2;78
?d?u?l?u?u?u;-0.3333333333333333;78
?u?u?s?u?u?u;-1.2;78
?u?u?u?u?u?u?u?s;-0.028169014084507043;78
?s?u?u?u?s?u;-0.0;78
?u?u?u?s?u?u;-0.0;78
?u?d?u?u?l?u;-1.0;78
?u?u?u?u?u?u;-817.2;78
?u?u?u?u?u?u?u?s;-0.028169014084507043;78
?u?l?u?l?u?u;-41.666666666666664;78
?u?u?u?d?u?u;-4.0;79
?u?u?u?u?u?u?s?s;-0.031746031746031744;79
?u?u?u?u?u?u;-817.2;79
?u?u?u?u?u?u;-817.2;79
?u?u?s?u?u?u;-1.2;79
?u?u?u?u?u?u;-817.2;79
?u?u?u?u?s?u;-0.16666666666666666;79
?u?u?u?u?u?u;-817.2;79
;-0.0;79
?u?u?u?u?u?u;-817.2;79
?u?u?u?u?u?u;-817.2;79
?u?u;-0.0;79
;-0.0;79
?u?u?u?u?u?u;-817.2;79
?u?u?u?u?u?u;-817.2;79
?u?l;-0.0;79
?u?u?u;-0.0;79
?u?u?u?u?u?u;-817.2;79
?u?u?u?u?u?u;-817.2;79
?u?s?u?u?u?u;-0.6;79
?u;-0.0;79
?u?d?u;-0.0;79
?u?u?u?u?s?u;-0.16666666666666666;79
?l?u?u?u?u?u;-6.8;79
?u?u?u?u?u?u;-817.2;79
?u?u?u?u?u?u;-817.2;79
?d?u?u?u?u?u;-2.3333333333333335;79
?u?u?u?u?u?u;-817.2;79
?u?u?u?u?u?u;-817.2;79
?u?u?u?u?u?u;-817.2;79
?l?u?u?u?u?u;-6.8;79
?u?u?u?u?u?u;-817.2;79
?u?u?l?u?u?u;-7.0;79
?u?u?u?u?d?u;-3.1666666666666665;79
?u?u?u?u?u?u;-817.2;79
?u?u?u?u?u?u;-817.2;79
?u?u?u?u?u?u;-817.2;79
?u?u?u?u?u?u;-817.2;79
?u?u?u?u?u?u;-817.2;79
?u?u?u?u;-136.33333333333334;79
?u?u?u?u?d?u;-3.1666666666666665;79
?u?u?u?u?u?u?s?s;-0.031746031746031744;79
?u?u?u?u?u;-205.16666666666666;79
?u?u?u?u?u?u;-817.2;79
?u?u?u?u?u?u;-817.2;79
?l?u?u?u;-2.6;79
?u?u?u?u?u?u;-817.2;79
?u?u?u?u?u?u;-817.2;79
?u?u?u?u?u?u?s?s;-0.031746031746031744;79
?u?u?u;-0.0;79
?u?u?u?u?u?u;-817.2;80
?u?u?u?u?u?u;-817.2;80
;-0.0;80
?u?u?u?u?u?u;-817.2;80
?u?u?u?u?u?u;-817.2;80
?u?u?u?u?u?u;-817.2;80
?s?u?u?u?u;-0.0;80
?u?u?u?u?u?u;-817.2;80
?u?u?u?u?u?u;-817.2;80
?u?u?u?u?u?u;-817.2;80
?u?u?u;-0.0;80
?u?d?u?u?u;-3.5;80
?u?u?u?u?u?d;-67.33333333333333;80
?u?d?u?u?u?u;-4.0;80
?u?u?u?u?u?s;-0.5;80
?u?u?u?u?u?u;-817.2;80
?u?u?u?u?u?u;-817.2;80
?u?u?u?u?u?u;-817.2;80
?u?u?u?u?d?u?d?s;-0.0;80
?u?u?u?u?u?u;-817.2;80
?u?u?u?u?u?u;-817.2;80
?u?u?u?u?u;-205.16666666666666;80
?u?s?u?u?u?u;-0.6;80
?u?u?u?u?u?d;-67.33333333333333;80
?u?u?u?u?u?u;-817.2;80
?u?u?u?u?u?u;-817.2;80
?u?u?u?u?s?u;-0.16666666666666666;80
?u?u?u?u?u?u;-817.2;80
?u?u?u?u?u?u;-817.2;80
?u?u?u?u?u?u;-817.2;80
?u?u?u?u?u?u;-817.2;80
?u?u?u?u?u?u;-817.2;80
?u?u?u?u?u?u;-817.2;80
?u?u?u?u?u?u;-817.2;80
?u?u?u?l?u?u;-4.333333333333333;80
?u?u?u?u?u?u;-817.2;80
?d?u?u?u?u;-3.2;80
?u?u?u?u?u?u;-817.2;80
?u?u?u?u?u?u;-817.2;80
;-0.0;80
?u?u?u?u?u?u;-817.2;80
?u?u?u?u?u?u;-817.2;80
?u?u?u?u?u?l;-5.6;80
?u?u?u?u?d?u;-3.1666666666666665;80
?u;-0.0;80
?u?u?u?u?u?u;-817.2;80
?u?u?s?l?u?u;-0.0;80
?u?u?u?u?u?u;-817.2;80
?u?u?u?d?u?u;-4.0;80
?u?u?u?u?u?u;-817.2;80
?u?u?u?s?u?u;-0.0;81
?u?u?u?u?u?u;-817.2;81
?u?u?u?u?u?u;-817.2;81
?u?u?u?u?u?u;-817.2;81
?u?u?u?u?u?u;-817.2;81
?u?u?u?u?u?u;-817.2;81
?u?d?u?u?u?u;-4.0;81
?u?u?d?u?u?u;-6.333333333333333;81
?u?u?u?u?u?u;-817.2;81
?u?u?u?u?u?u;-817.2;81
?u?u?u?u?u?d;-67.33333333333333;81
?u?u?u?u?u?u;-817.2;81
?u?u?u?u?u?u;-817.2;81
?u?u?u?u?u?u;-817.2;81
?u?u?u?u?u?u;-817.2;81
?u?u?u?u?u?u;-817.2;81
?u?u?u?u?u?u;-817.2;81
?u?l?u?u?u?u;-50.0;81
?u?u?u?u?u?u;-817.2;81
?u?u?u?u?u?u;-817.2;81
?u?l?u?u;-2.6666666666666665;81
?u?u?u?u?u;-205.16666666666666;81
?u?u?u?u?u?u;-817.2;81
?u?l?u?u?u?d;-2.6;81
?l?u?u?u?u?u?d?s;-0.0;81
?u?u?u?u?s?u;-0.16666666666666666;81
?u?d?u?u?u?u;-4.0;81
?u?u?u?u?u?u?l?s;-0.0;81
?u?u?u?u?u?u;-817.2;81
?u?u?u?u?u?u;-817.2;81
?u?u?u?u?u?u;-817.2;81
?u?u?u?u?u?u;-817.2;81
?u?u?l?u?u?u;-7.0;81
?u?u?u?u?u?u;-817.2;81
?u?u?u?l?u?u;-4.333333333333333;81
?u?u?u?u?u?u;-817.2;81
?u?u?u?u?u?u;-817.2;81
?u?u?u?u?u?u;-817.2;81
?u?u?u?u?u?u;-817.2;81
?u?u?u?u?u?u;-817.2;81
?u?u?u?u?u?u;-817.2;81
?u?u?u?u?u?u;-817.2;81
?u?u?u?u?u?u;-817.2;81
?u?u?u?u?u?u;-817.2;81
?l?u?u?u?u?u;-6.8;81
?u?u?u?u?u?u;-817.2;81
?u?u?u?u;-136.33333333333334;81
?u?s?s?u?u?u;-0.0;81
?u?u?u?u?u?u;-817.2;81
?u?u?u?u?u?u;-817.2;81
?u?u?u?u?u?u;-817.2;82
?u?u?u?u?u?u;-817.2;82
?u?u?u?u?u?u;-817.2;82
?u?u?u?u?s?u;-0.16666666666666666;82
?u?u?u?u?u?u?s?s;-0.031746031746031744;82
?u?u?u?u;-136.33333333333334;82
;-0.0;82
?u?u?u?u?u?u;-817.2;82
?u?u?u?u?u?u;-817.2;82
?u?u?u?u?u?u;-817.2;82
?l?u?u?u;-2.6;82
?u?u?u?u?u?u;-817.2;82
?u?u?u?u?u;-205.16666666666666;82
?u?u?u?u?u?u;-817.2;82
?u?u;-0.0;82
?u?u?u?u?u?u;-817.2;82
?u?u?u?u?u?u;-817.2;82
?u?u?u?u;-136.33333333333334;82
?u?u?u?u?u?u;-817.2;82
?u?u?u?u?u?u;-817.2;82
?u?u?s?u?u?u;-1.2;82
?u?u?u?u?u?u;-817.2;82
?u?u?u?s?u?u;-0.0;82
?u?u?u?u?u?u;-817.2;82
?u?u?u?u?u;-205.16666666666666;82
?u?u?u?u?u?u;-817.2;82
?u?u?u?u?u?u;-817.2;82
?u?u?u?u?l?u;-5.333333333333333;82
?d?u?u?u?u?u;-2.3333333333333335;82
?u?u?l?u?u?l;-5.4;82
?u?u?u?u?u?u;-817.2;82
?u?u?u?u?u?u;-817.2;82
?u?u?u?u?u?u;-817.2;82
?u?s?u?u?u?u;-0.6;82
?u?u?u?u?u?u;-817.2;82
?u?u?u?u?u?u;-817.2;82
?u?u?u?u?u?s;-0.5;82
?u?u?u?u?u?u;-817.2;82
?d?u?u?u?u?u;-2.3333333333333335;82
?u?u?u?u?u?u?s?s;-0.031746031746031744;82
?u?u?u?u?u?u;-817.2;82
?u?u?u?u?u?u;-817.2;82
?u?s?u?u?u?u;-0.6;82
?u?l?d?u?u?u;-1.5;82
?u?u?u?u?u?u;-817.2;82
?u?u?u?u?u?u;-817.2;82
?u?u?u?u?u?u;-817.2;82
?u?u;-0.0;82
?u?u?l?u?u?u;-7.0;82
?u?u?d?u?u?u;-6.333333333333333;82
?u?u?u?u?u?u;-817.2;83
?u?u?u?u?u?u;-817.2;83
?u?u?u?u?u?u;-817.2;83
?u?u?u?u?u?u;-817.2;83
?s?u?u?u?s?d;-0.16666666666666666;83
?u?u?u?u?u?u;-817.2;83
?u?u?u?u?u?u;-817.2;83
?u?u?u?u?u?u;-817.2;83
?u?u?u?u?u?u;-817.2;83
?u?u?u;-0.0;83
?u?u?u?u?u?u;-817.2;83
?u?u?s?u?u?u;-1.2;83
?u?u?u?u?u?u;-817.2;83
?u?u?u?u?l?u;-5.333333333333333;83
?u?u?u?u?u?u;-817.2;83
?u?u?u?u?u?u;-817.2;83
?u?u?u?u?u?u;-817.2;83
?u?u;-0.0;83
?u?u?u?u?u?u;-817.2;83
?u?u?u?u?u?u;-817.2;83
?u?u?u?u?u?u;-817.2;83
?u?u?u?d?u?u?u?s;-0.058823529411764705;83
?u?u?u?u?u?u;-817.2;83
?u?u?u?u?u?u?l?s;-0.0;83
?u?s?u?u?u?u;-0.6;83
?u?l?u?u?u?u;-50.0;83
?u?u?u?u?u?u;-817.2;83
?u?u?u?u?u?u;-817.2;83
?u?l?u?u?u?u;-50.0;83
?u?u?u?u?u?u;-817.2;83
?u?u?u?l?u?u;-4.333333333333333;83
?u?u;-0.0;83
?u?u?u?u?d?u;-3.1666666666666665;83
?u?u?u?u?u?u;-817.2;83
?u?u?u?u?u?d;-67.33333333333333;83
?u?u?u?u?u?u;-817.2;83
?u?u?u?u?u?l;-5.6;83
?u?u?u;-0.0;83
?u?u?u?u?u?u;-817.2;83
?l?u?u?u?u?u;-6.8;83
?u?u?u?u?u?u;-817.2;83
?u?u?u?u?u?u;-817.2;83
?u?u?u?u?u?u;-817.2;83
?u?l?u?u?u?s;-0.0;83
?u?u?u?u;-136.33333333333334;83
?s?u?u?u?u?u;-0.0;83
?u?u?l?u?u?u;-7.0;83
?u?u?u?u?u?u;-817.2;83
?u?u?u?u?u?l;-5.6;83
?u?u?u?u?u?u?l?s;-0.0;83
?u?l?u?u?u?u;-50.0;84
?u?u?l?u?u?u;-7.0;84
?u?u?u?u?u?d;-67.33333333333333;84
?u?u?u?u?u?u;-817.2;84
?u?u?u?u?u?u;-817.2;84
?u?u?u?u?u?d;-67.33333333333333;84
?u?u?u?u?u;-205.16666666666666;84
?d?u?u?u?u?u;-2.3333333333333335;84
?u?u?u?u?u?u;-817.2;84
?u?u?u?u?u?u;-817.2;84
?u?u?u?u?u?u;-817.2;84
?u?u?u?u?u?u;-817.2;84
?u?u;-0.0;84
?u?u?u?u?u?u;-817.2;84
?u?u?u?u?u?u;-817.2;84
?u?s?u?u?u?u;-0.6;84
?u?u?u?u?u?u;-817.2;84
?u?u?u?u?u?u;-817.2;84
?u?u?u?u?u?u;-817.2;84
?u?u?u?u?u?u;-817.2;84
?u?u?u?u?u?u;-817.2;84
?u?u?u?u?u?u;-817.2;84
?u?u?u?u?u?u;-817.2;84
?u?u?u?u?u?u;-817.2;84
?u?u?u?u?u?u;-817.2;84
?u?u?u?u?u?u;-817.2;84
?u?u;-0.0;84
?u;-0.0;84
?u?u?u?u?u?u;-817.2;84
?u?u?u?u?u?u;-817.2;84
?u?u?s?u?u?u;-1.2;84
?u?l?u?u?u?l;-52.2;84
?u?u?u?u?u?u?l?s;-0.0;84
?u?u?u?d;-4.666666666666667;84
?u?u?u?u?u?u;-817.2;84
?u?u;-0.0;84
?u?u?u?u?u?u;-817.2;84
?u?u?u?u?u?u;-817.2;84
?u?u?u?u?u?u;-817.2;84
?u?u?u?u?u?u;-817.2;84
?u?u?u?u?u?u;-817.2;84
?u?u?u?u?u?u;-817.2;84
?u?s?u?u?u?u;-0.6;84
?u?u?u?u?u?u;-817.2;84
?u?u?u?l?u?u;-4.333333333333333;84
