Mask;Score;Gen
?u?u?u?u?u?u;-817.2;43
?u?u?u?u?u?u;-817.2;43
?u?u?u?u?u?u;-817.2;43
?u?u?u?s;-0.2;43
?u?u?u?u?u?u?l?s;-0.0;43
?u?u?u?u?u;-205.16666666666666;43
?u?u?u?u;-136.33333333333334;43
?u?u?u?u?u;-205.16666666666666;43
?u?u?u?u?u;-205.16666666666666;43
?u?d?u?u?u?u;-4.0;43
?d?u?u?u?d;-0.8;43
?u?u?u?u?u?u;-817.2;43
?u?u?u?u?u;-205.16666666666666;43
?u?u?d?u?u?u;-6.333333333333333;43
?u?u?u?u?u;-205.16666666666666;43
?u?u?u?u?u?u;-817.2;43
?u?u?u?u?u?u?l?s;-0.0;43
?u?u?u?u?u;-205.16666666666666;43
?u?u?u?u?u?u;-817.2;43
?u?u?u?u?u;-205.16666666666666;43
?u?u?u?u?u?s?l?s;-0.0;43
?u?s?u?u?u;-0.0;43
?u?u?u?u?u;-205.16666666666666;43
?u?u?u?u?u;-205.16666666666666;43
?u?u?u?u?u;-205.16666666666666;43
?u?u?u?u?u?u;-817.2;43
?u?d?u?u?u;-3.5;43
?u?u;-0.0;43
;-0.0;43
?u?u?l?u?l?u;-6.4;43
?u?u?u?u?u;-205.16666666666666;44
?u?u?u?u?u?u;-817.2;44
?u?u?u?u?u?u;-817.2;44
?u?u?u?s?u?u;-0.0;44
?u?u?u?u?u?u;-817.2;44
?u?u?u?u?u?u;-817.2;44
?u?u?u?u?u?u;-817.2;44
?u?u?u?u?u?l;-5.6;44
?u?u?l?u?u?u;-7.0;44
?u?u?u?u?u?u?d?s;-0.058823529411764705;44
?d?u?u?u?u;-3.2;44
?u?u?u?u?u?u;-817.2;44
?u?d?s?u?u?u;-0.0;44
?u?u?u;-0.0;44
;-0.0;44
?u?u?u?u?u;-205.16666666666666;44
?u?u?u?u?u?u?s?s;-0.031746031746031744;44
?u?u?u?u?u;-205.16666666666666;44
?u?u?u?u?u;-205.16666666666666;44
?s?u;-0.0;44
?u?u?u?u?u?u;-817.2;44
?u?u?u?u?u?u;-817.2;44
?u?u?u?u?u?u;-817.2;44
?u?u?u?u?u?u;-817.2;44
?u?u?u?u?u?u;-817.2;44
?l?u?u?u?u;-4.2;44
?u?u?u?u?u;-205.16666666666666;44
?u?u?u?u?u?u?l?s;-0.0;44
?s?u?u?u?u?u;-0.0;44
?u?u?u?l?u?u;-4.333333333333333;44
?u?u?u?u?u;-205.16666666666666;44
?u?d?u?u?u?u;-4.0;44
?l?u?u?u?d?u;-2.0;44
?u?u?u?u?u?u;-817.2;44
?u?u?u?u?u?u?s?s;-0.031746031746031744;44
?u?u?u?u?u?u;-817.2;44
?u?u?u?u?u?u;-817.2;44
?u?u?u?u?u;-205.16666666666666;44
?u?u?u?l?l?u;-7.333333333333333;44
?u?u?u?u?u?u;-817.2;44
?u?u?u?u?u?l;-5.6;44
?u?u;-0.0;44
?u?u?u?u?u?u?s?s;-0.031746031746031744;44
?u?u?u;-0.0;44
?u?u;-0.0;44
?u?u?u?u?u;-205.16666666666666;44
?u?u?u?u?u?u;-817.2;44
?u?s?u?u?u?u;-0.6;44
?u?u?u?u?u?u;-817.2;44
?u?u?u?u?u?u?l?s;-0.0;44
?u?u?u?u?u?u;-817.2;45
?u?u?u?u?u?d;-67.33333333333333;45
?u?u?u?u?s?u;-0.16666666666666666;45
?u?u?u?u?u?u;-817.2;45
?u?u?u?u?u?u;-817.2;45
?l?u?u?u?u?u;-6.8;45
?u?l?u?u?u?u;-50.0;45
?s?d?u?u?u?u;-0.0;45
?u?u?u?u?u;-205.16666666666666;45
?u?u?u?u?u?u?s?s;-0.031746031746031744;45
?u?u?u?u?u?u;-817.2;45
?u?u?u?u?u?u;-817.2;45
?u?u?u?u?u?u?u?s;-0.028169014084507043;45
?u?u?u?u?u?u;-817.2;45
?l?u?s?u?u?u;-0.0;45
?u?s?u?u?u?u;-0.6;45
?s?u?u?u?u?u;-0.0;45
?u?u?u?d?u?u;-4.0;45
?u?u?u?u?u?u;-817.2;45
?u?u?u?u?u?u;-817.2;45
?u?u?u?u?u?u;-817.2;45
?u?u?u?u?u?u;-817.2;45
?u?l?u?u?u?u;-50.0;45
?u?u?u?u?u?u;-817.2;45
?u?u?u?u?u?u;-817.2;45
?u?u?u?u?u?u;-817.2;45
?u?u?u?u?u?u;-817.2;45
?u?u?u?u?u?u;-817.2;45
?u?u?l?u?u?u;-7.0;45
?u?u?u?u?u?u;-817.2;45
?u?u?u?u?u?u;-817.2;45
?u?u?u?u?u?u;-817.2;45
?u?u?u?u?u?u;-817.2;45
?u?u?u?u?u?u;-817.2;45
?u?u?u;-0.0;45
?u?u?u?u?u?u;-817.2;45
?u?s?u?u?u?u;-0.6;45
?u?u?u?u?u?u;-817.2;45
?s?u?u?u?u?l;-0.2;45
?u?u?u?u?s?u;-0.16666666666666666;45
?u?u?u?u?u?u;-817.2;45
?l?u?u?u?u?s;-0.0;45
;-0.0;45
?u?d?u?u?s?u;-0.0;45
?u?d?u?u?u?u;-4.0;45
?u?u?u?u?u?u?l?s;-0.0;45
?u?u?u?u?u?u;-817.2;45
?u?u?u?u?u?u;-817.2;45
?u?u?u?u?u?u;-817.2;45
?u?u?u?u?s?u;-0.16666666666666666;45
?u?u?u?u?u?u;-817.2;46
?u?u?u?u?u?u;-817.2;46
?u?l?u?l?u?u;-41.666666666666664;46
?u?u?u?u?u?u;-817.2;46
?u?u?u?u?s?d;-0.0;46
?u?u?u?u?u?u;-817.2;46
?u?u?u?u?u?u;-817.2;46
?u?u?s?s?u?u;-0.0;46
?u?u?u?u?u?u;-817.2;46
?u?u?u?u?u?u;-817.2;46
?u?u?u?u?u?u;-817.2;46
?u?u?u?u?u?u;-817.2;46
?s?u?u?u?s?u;-0.0;46
?u?u;-0.0;46
?u?u?u?u?u?u;-817.2;46
?u?u?u?u?u?u;-817.2;46
?u?u;-0.0;46
?u?u?u?s?u?u;-0.0;46
?u?u?u?u?u?u;-817.2;46
?u?u?u?u?d?l;-3.0;46
?u?u?u?u?u?u;-817.2;46
?u?u?u?u?u?u;-817.2;46
?u?u?u?u?u?u;-817.2;46
?u?u?u?u?s?u;-0.16666666666666666;46
?u?u?u?u?u?u;-817.2;46
?u?u?u?u?u?u;-817.2;46
?u?u?u?u?u?u;-817.2;46
?u?u;-0.0;46
?u?u?u?u?u?u;-817.2;46
?u?u?u?u?u?d;-67.33333333333333;46
?u?s?u?u?u?u;-0.6;46
?d?s?u?u?u?u;-0.0;46
?u?u?u?u?u?u;-817.2;46
?u?u?u?u?u?u;-817.2;46
?u?u?u?u?u?u;-817.2;46
?u?u?u?u?u?u;-817.2;46
?u?u?u?u?u?u;-817.2;46
?u?u?u?u?u?u?u?s;-0.028169014084507043;46
?u?u?u?u?u?u;-817.2;46
?u?u?u?u?u?u;-817.2;46
?u?u?u?u?u?u;-817.2;46
?u?u?u?u?d?u;-3.1666666666666665;46
?u?u?u?u;-136.33333333333334;46
?u?u?u?u?u?u;-817.2;46
?u?u?u?u?u?u;-817.2;46
?u?u?u?u?u?u;-817.2;46
?u?u?u?d?u?u;-4.0;46
?u?d?u?u?u?u;-4.0;46
?u?u?u?u?u?u;-817.2;46
?u;-0.0;46
?u?u?u?u?u?u;-817.2;47
?u?u?u?u?u?u;-817.2;47
?u?u?u?u?u?u;-817.2;47
?u?u?u?u?u?u;-817.2;47
?u?u?u?u?u?u;-817.2;47
?u?u?d?u?u?u;-6.333333333333333;47
?u?u?u?u?u?u;-817.2;47
?d;-0.0;47
?u?u?u?u?u?u;-817.2;47
?u?u?u?u?u?u;-817.2;47
?u?u?u?u?s?u;-0.16666666666666666;47
?u?u?u?l?u;-4.428571428571429;47
?u?u?u?u?u?u?l?s;-0.0;47
?u?u?u?u?u?u;-817.2;47
?u;-0.0;47
?u?u?u?l?u?u;-4.333333333333333;47
?u?u?u?u?u?u;-817.2;47
?u?u?u?u?u?u;-817.2;47
?u?u?u?u?u;-205.16666666666666;47
?u?u?l?u?u?u;-7.0;47
?u?u?u?u?u?u;-817.2;47
?u?u?u?u?u?u;-817.2;47
?u?u?u?u?u?u;-817.2;47
?u?u?u?u?u?u?d?s;-0.058823529411764705;47
?u?u?u?u?u?u;-817.2;47
?u?u?u?u?u?u?s?s;-0.031746031746031744;47
?u?u?u?u?u?u;-817.2;47
?u?u?u?u?u?u;-817.2;47
?u?u?u?u?u?u;-817.2;47
?u?u?u?u?u?u;-817.2;47
?u?u?u?u?s?u;-0.16666666666666666;47
?u?u?u?u;-136.33333333333334;47
?u?u?u?u?d?u;-3.1666666666666665;47
?u?u?l?u?u?u;-7.0;47
?u?u?u?u?u?u;-817.2;47
?u?u?u?u?u?u;-817.2;47
?u?u?u?u?u?u;-817.2;47
?u?u?u?u?u?u;-817.2;47
?u?u?u?u?u?u;-817.2;47
?u?u?u?u?u?u;-817.2;47
?u?u?u?u?u?u;-817.2;47
?u?u?u?u?u?u;-817.2;47
?u?u?u?u?u?u;-817.2;47
?u?u?u?u?u?d;-67.33333333333333;47
?u?u?u?u?u?u;-817.2;47
?u?u?u?s?u?u;-0.0;47
?u?u?u?u?u?u;-817.2;47
?u?u?u?u?d?u;-3.1666666666666665;47
?u?u?u?u?u?u;-817.2;47
?u?u?u?l?u?u;-4.333333333333333;47
?u?u?u?u?u?u;-817.2;48
?u?u?u?u?u?u;-817.2;48
?d?u?u?u?u?u;-2.3333333333333335;48
?u?d?u?u?u?u;-4.0;48
?u?u?u?u?u?u;-817.2;48
?u?d?l?u?u?u;-2.0;48
?u?u?u?s?u?u;-0.0;48
?l?u?u?u?u?u;-6.8;48
?u?u?u?s?u;-0.0;48
?u?u?u?u?u?u;-817.2;48
?u?u;-0.0;48
?u?u?u?u?u?d;-67.33333333333333;48
?u?u?u?u?l?u;-5.333333333333333;48
?u?u?u?u?u?u;-817.2;48
?u?u?u?u?u?u;-817.2;48
?u?u?u?u?u?u;-817.2;48
?l?l?u?u?u?u;-6.0;48
?u?u?u?u?u?s;-0.5;48
?u?u?u?u?u?u;-817.2;48
?u?u?u?u?u?u?l?s;-0.0;48
?u?u?u?u?s?u;-0.16666666666666666;48
?s?d?u?u?u?u;-0.0;48
?u?u?u?u?u?u;-817.2;48
?u?u?u?u?l?u;-5.333333333333333;48
?u?u?u?u?u?u;-817.2;48
?u?u?u?u?u?l;-5.6;48
?u?u?u?u?u?u;-817.2;48
?u?u?u?u?u?u;-817.2;48
?u?u?u?u?u?u;-817.2;48
?u?u?u?u?u?u;-817.2;48
?u?u?u?u?u?u;-817.2;48
?u?u?u?u?u?u;-817.2;48
?u?u?u?u?u?l;-5.6;48
?u?u?u?u;-136.33333333333334;48
?u?u?u?u?u?s;-0.5;48
?u?u?u?l?u?u;-4.333333333333333;48
?u?u?u?u?u?u;-817.2;48
?u?u?u?l?u?u;-4.333333333333333;48
?u?u?u?u;-136.33333333333334;48
?u?u?u?u?u?u;-817.2;48
?u?u?u?u?d?u;-3.1666666666666665;48
;-0.0;48
?u?u?u?u?u?u;-817.2;48
?u?u?u?u?u?u;-817.2;48
?u?u?u?u?u?u;-817.2;48
?u?l?u?u?u?u;-50.0;48
?u?u?u?u?u?u;-817.2;48
?s?u?u?u?u?u;-0.0;48
;-0.0;48
?u?d?u?u?u?u;-4.0;48
?u?u?d?u?u?u;-6.333333333333333;49
?u?u?u?u?u?u;-817.2;49
?u?u?u?u?u?u;-817.2;49
?u?u?u?u?u?u;-817.2;49
?u?u?u?u?u?u;-817.2;49
?u?u?s?u?u?u;-1.2;49
?u?u?u?u?u?u;-817.2;49
?u?u?u?u?u?u;-817.2;49
?u?u?u?u?u?u;-817.2;49
?u?u?u?u?u?u;-817.2;49
?u?u?u?u?u?u;-817.2;49
?u?u?u?u?u?u;-817.2;49
?u?u?s?u?u?u;-1.2;49
?u?u?u?u?u?u;-817.2;49
?u?u?u?d?u?u?u?s;-0.058823529411764705;49
?u?u?u;-0.0;49
?u?u?u?u?u?u;-817.2;49
?u?u?u?u?u?u;-817.2;49
?u?u?l?u?d?u;-1.2;49
?u?u?u?u?u?d;-67.33333333333333;49
?u?u?u?u?u?u;-817.2;49
?u?u?l?u?u?u;-7.0;49
?u?u?u?u?u?u;-817.2;49
?u?u?u?u?u?u;-817.2;49
?u?u?u?u?u?u;-817.2;49
?u?u?u?u?u?u;-817.2;49
?u?u?u?u?u?u;-817.2;49
?u?u?u?u?u?u;-817.2;49
?u?u?s?u?u?u;-1.2;49
?u?d?u?u?u?u;-4.0;49
?u?u?u?u?u?u;-817.2;49
?u?u?u?u?l?u;-5.333333333333333;49
?s?u?u?s?u?u;-0.0;49
?u?u?u?u?u?u;-817.2;49
?u?u?u?u?u?u;-817.2;49
?u?u?u?u?u?u;-817.2;49
?u?u?u?u?u?u;-817.2;49
?u?u?u?u?d?l;-3.0;49
?u?u;-0.0;49
?u?u?u;-0.0;49
?u?u?u?u?u?u;-817.2;49
;-0.0;49
?u?u?u;-0.0;49
?u?u?u?u?u?u;-817.2;49
?u?u?u;-0.0;49
?d?u?u?u?u?u;-2.3333333333333335;49
;-0.0;49
?u?u?u?l?u?u;-4.333333333333333;49
;-0.0;49
?u?u?u?u?u?u;-817.2;49
?u?u?u?u?u?u;-817.2;50
?u?u?u?u?u?u;-817.2;50
?u?u?u?u?u?u;-817.2;50
?u?u?u?u?u?u;-817.2;50
?u?u?u?u?u?u;-817.2;50
?u?u?u?u?u?u;-817.2;50
?u?u?u?u?u?u;-817.2;50
?u?u?u?u?u?u;-817.2;50
?u?u?s?u?u?u;-1.2;50
?u?u?u?u?u?u;-817.2;50
?u?u?s?u?u?u;-1.2;50
?u?u?u?u?u?u;-817.2;50
?u?u;-0.0;50
?u?u?u?u?u?u;-817.2;50
?u?u?u?u?u?l;-5.6;50
?u?u?l?u?u?u;-7.0;50
?u?u?u?l?u?u;-4.333333333333333;50
;-0.0;50
?u?u?u?u?u?u;-817.2;50
?u?u?u?u?u?u;-817.2;50
?u?u?u?u?u?u;-817.2;50
?u?u?u?u?d?u;-3.1666666666666665;50
?u?u?u?u?u?u;-817.2;50
;-0.0;50
?u?u?u?u?u?u;-817.2;50
?u?u?s?u?u?u;-1.2;50
?u?u?s?u?u?u;-1.2;50
?u?u?u?u;-136.33333333333334;50
?u?u?u?u?u?u;-817.2;50
?u?u?u?u?u?u;-817.2;50
?u?u?u?u?u?u;-817.2;50
?u?u?u?u?u?u?l?s;-0.0;50
?u?u?u?u?u?u;-817.2;50
?u;-0.0;50
?u?u?u?u?u?u;-817.2;50
?u?s?u?l?u?u;-0.0;50
?u?u?l?u?u?u;-7.0;50
?u?u?u?u?u?u?d?s;-0.058823529411764705;50
?u?u?u?u?u?u;-817.2;50
?u?u?u?u?u?u;-817.2;50
?u?u?u?u?u?u;-817.2;50
?u?u?u?u?u?u;-817.2;50
?u?u?u?u?u?l;-5.6;50
?u?u?u?u?u?u;-817.2;50
?u?u?u?u?u?u;-817.2;50
?u?u?u?u?u?u;-817.2;50
?u?u?u?u?u?u;-817.2;50
?u?u?u?u?u?u;-817.2;50
?u?u?u?u?u?u;-817.2;50
?u?u?u?u?u?u;-817.2;50
?u?u?u?u?u?u;-817.2;51
?u?u?u?u?l?u;-5.333333333333333;51
?u?d?u?u?u;-3.5;51
?u?u?u?u?d?u;-3.1666666666666665;51
?u?u?u?u?s?d;-0.0;51
?u?u?l?u?u;-4.166666666666667;51
?u?u?u?u?u?u;-817.2;51
?u?u?u?u?u?u;-817.2;51
?u?u?u?u?u?u;-817.2;51
?u?u?u?u?u?u?d?s;-0.058823529411764705;51
?u?d?s?u?u?s;-0.0;51
?u?u?u?u?u?u;-817.2;51
?d?u?u?u?d?u?u?s;-0.0;51
?u?u?u?u?u?u;-817.2;51
?u?u?u?u?u?u;-817.2;51
?s?u;-0.0;51
?u?u?u?u?u?u;-817.2;51
?u?u?u?u?u?u;-817.2;51
?u?u?u?u?u?u;-817.2;51
?s?u?u?u?u?u?s?s;-0.0;51
?u?u?u?u?d?u;-3.1666666666666665;51
?u?u?u?u?u?u;-817.2;51
?u?u?u?u?u?u;-817.2;51
?u?u?u?u?u?u?s?s;-0.031746031746031744;51
?u?u?u?s?u?u;-0.0;51
;-0.0;51
?u?u?u?u?u?u;-817.2;51
?u?u?u?u?u?u;-817.2;51
?u?u?s?u?s?u;-0.0;51
?u?u?u?u?u?u;-817.2;51
?u?u?u?s?u?u;-0.0;51
?u?u?u?u?u?u;-817.2;51
;-0.0;51
?u?l?u?u?u?u;-50.0;51
?u?u?u?u?u?d;-67.33333333333333;51
?u?d?u?u?u?u;-4.0;51
?u?u?u?u?u?u;-817.2;51
?u?u?u;-0.0;51
?u?u?u?u?u?u;-817.2;51
?u?u?u?u?u?u;-817.2;51
?u?l?u?u?u?u;-50.0;51
?u?u?u?u?u?u;-817.2;51
?l?u?u?u?u?u;-6.8;51
?u?u?u?u?u?u;-817.2;51
;-0.0;51
?u?u?u?u?u?u;-817.2;51
?u?u?u?u?u?u;-817.2;51
?u?u?u?u?u?u;-817.2;51
?u?u?u?u?u?u;-817.2;51
?u?u;-0.0;51
?u?u?u?u?u?u;-817.2;52
?s?u?u?u?u?u;-0.0;52
?u?u?u?u?s?u;-0.16666666666666666;52
?u?u;-0.0;52
?u?u?u?u?u?u;-817.2;52
?u?u?u?d?u?u;-4.0;52
?u?s?u?u?u?s;-0.0;52
?u?u?u?u?u?u;-817.2;52
?u?u?u?u?u?u;-817.2;52
?u?u?u?u?l?u;-5.333333333333333;52
?u?u?s?u?u?u?s?s;-0.0;52
?u?u?u?u?u?u;-817.2;52
?u?u?u?u?u?u;-817.2;52
?u?u?u?u?l?u;-5.333333333333333;52
?u?u?u?u?u?u;-817.2;52
?u?u?u?u?u?u;-817.2;52
?u?u?u?u?u?u;-817.2;52
?u?u?u?u?u?u;-817.2;52
?u?u?u?u?u?u;-817.2;52
?u?u?u?u?u?u;-817.2;52
?u?u?u?u?u?u;-817.2;52
?u?u?u?u?u?u;-817.2;52
?u;-0.0;52
?u?u?u?u?u?u;-817.2;52
?u?u;-0.0;52
?u?u?u?u?u?u;-817.2;52
?u?u?u?u?u?u;-817.2;52
?u?u?u?u?u?u?u?s;-0.028169014084507043;52
;-0.0;52
;-0.0;52
?u?u?u?u?u?u;-817.2;52
?l?u?u?u?u?u;-6.8;52
?u?u?u?u?u?u;-817.2;52
?u?u?u?u?u?u;-817.2;52
;-0.0;52
?u?u?u?u?u?u?u?s;-0.028169014084507043;52
?u?u?u?u?u?u;-817.2;52
?u?u?u?u?u?u;-817.2;52
?u?u?u?u?u?u;-817.2;52
?u?u?u?u?u?u;-817.2;52
?u?u?u?u?u?u;-817.2;52
?u?u?u?u?u?u;-817.2;52
?u?d?u?u?u?u;-4.0;52
?u?u?u?u?u?l;-5.6;52
?u?u?u?u?d?u;-3.1666666666666665;52
?u?u?u?l?u?l;-6.0;52
?u?u?u?u?u?u;-817.2;52
?u?u?l?u?u?u;-7.0;52
?u?u?u?l?u?u;-4.333333333333333;52
?u?u?u;-0.0;52
?u?u?u?u?u?u;-817.2;53
?u?u?u?u?u?u?u?s;-0.028169014084507043;53
?u?u?u?u?u?u;-817.2;53
?u?l?u?u?u?u;-50.0;53
?u;-0.0;53
?u?u?u?u?u?u;-817.2;53
?u?u?u?u?u?u;-817.2;53
?u?u?u?u?u?u;-817.2;53
?u?u?u?u?u?u;-817.2;53
?u?u?u?u?u?u;-817.2;53
?u?u?u?u?u?u?l?s;-0.0;53
?u?u?u?u?u?u;-817.2;53
?u?u?u?u?u?l;-5.6;53
?u?u?u?u?s?u;-0.16666666666666666;53
?u?u?d?u?u?u;-6.333333333333333;53
?u?u?u?u?u?u;-817.2;53
?u?u?u?u?u?u?s?s;-0.031746031746031744;53
?u?u?u?u?l?u;-5.333333333333333;53
?u?u?u?u?u?u;-817.2;53
?u?u?u?u?u;-205.16666666666666;53
?u?u?u?u?u?u;-817.2;53
?d?u?u?u?s?u;-0.0;53
?u?u?u?u?u?u;-817.2;53
?u?u?u?u;-136.33333333333334;53
?u?u?d;-0.0;53
?u?u?u?u?u?u;-817.2;53
?l?u?u?u?u?u;-6.8;53
?u?u?u?u?u?u;-817.2;53
?u?u?u?u?u?u?d?s;-0.058823529411764705;53
?u;-0.0;53
?u?u?u?u?u?u;-817.2;53
?u?u?u?u?u?u;-817.2;53
?u?u?u?u?u?u;-817.2;53
?u?u?u?u?s?u;-0.16666666666666666;53
?u?u?u?u?u?u;-817.2;53
?u?u;-0.0;53
?u?u;-0.0;53
?u?u?u?u?u?u;-817.2;53
?u?u?u?u?u?u;-817.2;53
?u?u?u?u?l?u;-5.333333333333333;53
?u?u?u?u?l?u;-5.333333333333333;53
?u?u?u?u?u?u;-817.2;53
?u?u?u?u?u?u?l?s;-0.0;53
?u?u?u?u?u?u;-817.2;53
?u?u?u?u?u?u;-817.2;53
?u?u?u?u?u?u;-817.2;53
?u?u?u?u?u?u;-817.2;53
?u?u?u;-0.0;53
?u?u?u?u?u?u;-817.2;53
?s?u?u?u?u?u;-0.0;53
?u?u?u?u?u?u;-817.2;54
?u?u;-0.0;54
?u?u?u?u?u?u?d?s;-0.058823529411764705;54
?u?s?u?u?u?u;-0.6;54
?u?u?u?u?u?u;-817.2;54
?u?u?u?u?u?u;-817.2;54
?u?u;-0.0;54
?u?u?u?u?u?d;-67.33333333333333;54
?u?u?u?u?u?u;-817.2;54
?u?u?u?u;-136.33333333333334;54
?u?u?l?u?u?u;-7.0;54
?u?u?u?u?u?u;-817.2;54
?u?u?u?u?u?u;-817.2;54
?u?u?u?u?u?u;-817.2;54
?u?u?u?u?u?u;-817.2;54
?u?u?u?u?u?u;-817.2;54
?u?u?u?u?u?u;-817.2;54
?u?l?u?u?u?u;-50.0;54
?u?u?u?d?u?u;-4.0;54
?u?u?u?u?u?u;-817.2;54
?u?l?u?u?u?u;-50.0;54
?u?u?u?u?u?u;-817.2;54
?u?u?u?u;-136.33333333333334;54
?s?u?u;-0.0;54
?u?u?u;-0.0;54
?u?u?u?u?u?u;-817.2;54
?u?d?u?u?u?u;-4.0;54
?u?u?u?u?u?u;-817.2;54
?u?u?u?u?u?u;-817.2;54
?u?u?u?l?u?u;-4.333333333333333;54
?u?u?u?u?u?u;-817.2;54
?u?u?u?u?u?l;-5.6;54
?u?u?u?u?u?u;-817.2;54
?u?d?u?u?u?u;-4.0;54
?u?u?d?u?u?u;-6.333333333333333;54
?u;-0.0;54
?u?u?u?u?u?u;-817.2;54
?u?u?u?u?u?u;-817.2;54
?u?u?u?u?u?u?s?s;-0.031746031746031744;54
?u?u?u?u?u?u;-817.2;54
?u?u?u?u?u?u?d?s;-0.058823529411764705;54
?u?u?u?u?u?u;-817.2;54
?u?u?u?u?u?l;-5.6;54
?u?u?u?u?u?u;-817.2;54
?u?u?u?u?u?u;-817.2;54
?u?u?u?u?u?u;-817.2;54
?l?u?u?u?u?u;-6.8;54
?u?u?u?u?u?u;-817.2;54
?u?u?u?u?u?u;-817.2;54
?u?u?u?u?u?u;-817.2;54
?u?u?u?u?u?u;-817.2;55
?u?u?u?u?u?u;-817.2;55
?u?u?u?u?u?u;-817.2;55
?u?u?u?u?u?u;-817.2;55
?u?u?u?u?u?u;-817.2;55
?u;-0.0;55
?u?u?u?u?u?u;-817.2;55
?u?u?u?u?l?u;-5.333333333333333;55
?s?u?u;-0.0;55
?u?s?u?d?u?l;-0.0;55
?d?u?u?u?u?u;-2.3333333333333335;55
?u?u?u?u?u?u;-817.2;55
?u?u?u?u?u?u;-817.2;55
?u?u?u?u?u?u;-817.2;55
?u?u?u?l?u?u;-4.333333333333333;55
?u?u?s?u?u?u;-1.2;55
?u?u?u?u?u?u;-817.2;55
?u?u?u?u?u;-205.16666666666666;55
?u?u?u?u?u?u;-817.2;55
?u?u?u?u?u?d;-67.33333333333333;55
?u?u?u?u?u?u;-817.2;55
?u;-0.0;55
?u?u?u?l?u?u;-4.333333333333333;55
?u?u?s?u?u?u;-1.2;55
?u?u?u?u?u?u;-817.2;55
?u?u?u?u?u?u;-817.2;55
?u?u?u?u?u?u;-817.2;55
?u?u?u?u?u?s;-0.5;55
?u?u?u?u?u?u;-817.2;55
?u?u?u?u?s?u;-0.16666666666666666;55
?u?u?u?u?u?u;-817.2;55
?u?u?s?u?u?u;-1.2;55
?u?u?u?u?u?u?s?s;-0.031746031746031744;55
?u?u?u?d?u?u?d?s;-0.0;55
?u?u?u?u?u?u;-817.2;55
?u;-0.0;55
?u?u?u?u?u?u;-817.2;55
?u?u?u?u?u?u;-817.2;55
?u?u?u?u?u?u;-817.2;55
?u?u?u?u?u?u;-817.2;55
?u?u?u?u?u?u;-817.2;55
?u?u?d?u?u?u;-6.333333333333333;55
?u?u?u?u?u?u;-817.2;55
?u?u?u?u?u?u;-817.2;55
?u?u?u?u?u?u;-817.2;55
?u?u?u?u?u?u;-817.2;55
?u?u?u?u?u?u;-817.2;55
?u?u?u?u?u?l;-5.6;55
?u?u?u?u?u?u;-817.2;55
?u?l?u?u?u?u;-50.0;55
?u?u?u?l?u?u;-4.333333333333333;56
?u?u?u?u?u?u;-817.2;56
?d?u?u?s?u?u?u?s;-0.0;56
?u?u?u?u?u?u;-817.2;56
?u?u?u?u?u?u;-817.2;56
?u?u?u?u?u?u;-817.2;56
?d?u?d?u?u?u;-0.16666666666666666;56
?u?u?u?u?u?u;-817.2;56
?u?u?u?u?u?u;-817.2;56
?u?u?u;-0.0;56
?d?u?u?d?u?u;-0.4;56
?u?u?u?u?u?u;-817.2;56
?u?u?u?u?u?u;-817.2;56
?u?u?u?u?u?u;-817.2;56
?u?u?u?u?u?u;-817.2;56
?u?u?d?u?s?u;-0.0;56
;-0.0;56
?u?u?u?u?u?u;-817.2;56
?u?u?l?u?u?u?s?s;-0.0;56
?u?u?u?u?l?l;-7.6;56
?u?u?u?u?u?u;-817.2;56
?d?u?u?u?u?u;-2.3333333333333335;56
?u?u?u?u?u?u;-817.2;56
?u?u?u?u?l?u;-5.333333333333333;56
?u?u?u?u?u?u;-817.2;56
?u?u?u?u;-136.33333333333334;56
?u?u?u?u?u?u;-817.2;56
?l?u?u?u?u;-4.2;56
?u?u?u?u?u?u;-817.2;56
?u?u?u?u?u?u;-817.2;56
?u?u?u?u?u?u;-817.2;56
?u?u?u?u?u?u;-817.2;56
?u?u?u?u?u?u;-817.2;56
?u?u?u?u?u?u;-817.2;56
?u?u?u?u?u?u;-817.2;56
?u?u?u?u?u?u;-817.2;56
?u?u?u?u;-136.33333333333334;56
?l?u?u?l?u?u;-4.166666666666667;56
?u?u?u?u?u?u;-817.2;56
?u?u?u?u?u?u;-817.2;56
?u?u?u?u?u?u;-817.2;56
?u?u?u?u?u?u;-817.2;56
?u?u?u?u?u?u?d?s;-0.058823529411764705;56
?u?u?u?u?u?s;-0.5;56
?u?u?u?u?u?u;-817.2;56
?u?u?u?u?u?u;-817.2;56
?u?s?d?u?u?u;-0.0;56
?d?u?u?u?u?u;-2.3333333333333335;56
?u?u?u?u?u?u;-817.2;56
?u?u?u?u?u?u;-817.2;56
?u?u?u?u?u?u?u?s;-0.028169014084507043;57
?u?u?u?u?u?u?u?s;-0.028169014084507043;57
?u?u?u?u?u?u;-817.2;57
?u?u?u?u?s?u;-0.16666666666666666;57
?u?u?u?u?u?u;-817.2;57
?u?u?u?u?u?u;-817.2;57
?u?u?u?u?u?u;-817.2;57
?u?u?u?u?u?u;-817.2;57
?u?u?u?u?u?u;-817.2;57
?u?s?u?u;-0.0;57
?u?u?l?u?u?u;-7.0;57
?u?u?u?u?u?u;-817.2;57
?u?u?u?u?d?u;-3.1666666666666665;57
?u?u?u?u?u?u;-817.2;57
?u?u?u?u?u?u;-817.2;57
?u?u?u?u?u?u;-817.2;57
